 6    11  3    126.3         267      76.3      7.27
 6    11  4    126.9         335      81.3      4.04
 7    11  1    126.7         285      77.0      1.45
 7    11  2    125.6         291      76.8      7.44
 7    11  3    126.4         354      84.5      2.92
 7    11  4    126.1         316      79.2      4.77
 8    11  1    126.4         298      77.5      7.75
 8    11  2    126.6         337      81.7      3.75
 8    11  3    127.1         326      80.1      4.94
 8    11  4    127.4         336      81.3      4.37
 9    11  1    127.0         301      78.0      8.84
 9    11  2    126.5         311      78.7      5.69
 9    11  3    127.2         329      80.5      4.70
 9    11  4    126.9         359      85.1      2.98
 10   11  1    126.6         330      80.7      4.19
 10   11  2    126.8         294      77.4      1.04
 10   11  3    125.8         270      76.0      2.32
 10   11  4    126.5         348      83.4      3.20
 11   11  1    126.5         318      79.3      4.96
 11   11  2    125.5         333      81.6      3.24
 11   11  3    125.4         266      75.6      2.27
 11   11  4    125.4         286      76.4      7.86
 12   11  1    125.3         334      81.8      3.14
 12   11  2    126.1         356      85.0      2.78
 12   11  3    126.0         357      85.4      2.69
 12   11  4    125.9         263      75.9      7.04
 1    12  1    127.4         281      77.5      3.99
 1    12  2    127.2         292      77.6      1.37
 1    12  3    126.9         301      77.9      8.45
 1    12  4    127.0         357      84.5      3.12
 2    12  1    127.4         293      77.7      1.44
 2    12  2    127.3         299      77.9      1.06
 2    12  3    127.4         287      77.6      2.10
 2    12  4    127.5         347      82.7      3.82
 3    12  1    127.4         274      77.4      8.19
 3    12  2    127.0         363      85.6      2.91
 3    12  3    127           272      77.0      9.53
 3    12  4    127.1         325      80.0      5.02
 4    12  1    127.9         304      78.5      1.08
 4    12  2    127.1         299      77.8      9.66
 4    12  3    127.4         361      85.0      3.13
 4    12  4    127.4         329      80.5      4.94
 5    12  1    127.7         359      84.4      3.37
 5    12  2    127.2         275      77.2      1.04
 5    12  3    127.7         335      81.1      4.71
 5    12  4    127.7         358      84.2      3.44
 6    12  1    127.8         290      77.9      2.16
 6    12  2    127.8         295      78.1      1.69
 6    12  3    127.6         300      78.2      1.16
 6    12  4    127.7         369      86.1      3.04
 7    12  1    127.6         365      85.6      3.08
 7    12  2    127.7         364      85.3      3.18
 7    12  3    127.7         313      79.0      7.74
 7    12  4    127.7         285      77.8      3.50
 8    12  1    127.8         284      77.8      4.89
 8    12  2    127.8         342      81.9      4.35
 8    12  3    127.9         332      80.7      5.25
 8    12  4    127.7         314      79.0      7.45
 9    12  1    127.4         372      87.1      2.77
 9    12  2    127.6         343      82.0      4.11
 9    12  3    127.6         298      78.1      1.27
 9    12  4    127.7         299      78.2      1.22
 10   12  1    127.5         369      86.4      2.93
 10   12  2    127.7         329      80.4      5.39
 10   12  3    127.5         358      84.4      3.33
 10   12  4    127.7         298      78.1      1.28
 11   12  1    127.5         351      83.3      3.64
 11   12  2    127.3         369      86.5      2.84
 11   12  3    127.4         279      77.4      4.67
 11   12  4    127.6         283      77.7      4.04
 12   12  1    126.8         350      83.5      3.29
 12   12  2    127.1         289      77.4      1.52
 12   12  3    126.9         316      79.1      5.80
 12   12  4    127.6         368      86.2      2.96
 1    13  1    126.4         288      77.0      1.07
 1    13  2    127.7         287      77.8      2.63
 1    13  3    127.8         307      78.6      9.58
 1    13  4    127.1         359      84.8      3.08
 2    13  1    126.9         305      78.2      7.41
 2    13  2    127.5         284      77.5      2.94
 2    13  3    127.9         333      80.9      5.11
 2    13  4    127.3         343      82.2      3.90
 3    13  1    126.7         306      78.2      6.83
 3    13  2    127.1         350      83.4      3.41
 3    13  3    127.5         308      78.6      8.17
 3    13  4    127.0         359      84.9      3.04
 4    13  1    126.9         309      78.5      6.72
 4    13  2    127.0         301      78.0      8.85
 4    13  3    127.6         320      79.6      6.27
 4    13  4    127.0         362      85.4      2.94
 5    13  1    127.0         322      79.7      5.20
 5    13  2    127.1         326      80.2      4.92
 5    13  3    127.9         293      78.1      2.02
 5    13  4    126.8         345      82.7      3.47
 6    13  1    127.3         311      78.8      7.06
 6    13  2    127.3         367      86.1      2.92
 6    13  3    127.8         307      78.6      9.74
 6    13  4    127.2         340      81.8      4.00
 7    13  1    127.3         358      84.5      3.21
 7    13  2    127.4         297      77.9      1.23
 7    13  3    127.9         344      82.1      4.30
 7    13  4    127.2         289      77.5      1.66
 8    13  1    126.9         361      85.4      2.92
 8    13  2    127.4         343      82.1      4.02
 8    13  3    127.7         325      80.1      5.78
 8    13  4    127.2         300      78.0      9.65
 9    13  1    126.8         366      86.5      2.71
 9    13  2    127.2         321      79.6      5.63
 9    13  3    127.9         313      79.0      8.13
 9    13  4    127.0         285      77.2      1.76
 10   13  1    127.1         295      77.7      1.09
 10   13  2    127.1         304      78.2      8.30
 10   13  3    127.4         294      77.8      1.42
 10   13  4    127.2         345      82.5      3.76
 11   13  1    127.1         314      78.9      6.28
 11   13  2    127.3         307      78.5      8.04
 11   13  3    127.6         347      82.6      3.93
 11   13  4    126.7         344      82.7      3.43
 12   13  1    127.5         350      83.1      3.70
 12   13  2    127.4         296      77.9      1.24
 12   13  3    127.6         361      84.9      3.23
 12   13  4    127.1         292      77.5      1.29
 1    14  1    127.6         283      77.6      3.82
 1    14  2    127.6         338      81.4      4.42
 1    14  3    127.8         351      83.2      3.77
 1    14  4    127.6         329      80.4      5.20
 2    14  1    127.5         318      79.4      6.33
 2    14  2    127.7         357      84.1      3.46
 2    14  3    127.7         343      82.1      4.20
 2    14  4    127.3         338      81.5      4.23
 3    14  1    127.3         342      82.1      3.97
 3    14  2    127.5         324      79.9      5.55
 3    14  3    126.9         315      79.0      5.88
 3    14  4    127.1         357      84.5      3.15
 4    14  1    127.2         320      79.5      5.66
 4    14  2    127.6         284      77.6      3.49
 4    14  3    127.7         285      77.7      3.59
 4    14  4    127.8         292      78.0      1.94
 5    14  1    127.1         316      79.1      6.00
 5    14  2    127.4         368      86.3      2.90
 5    14  3    127.6         317      79.3      6.89
 5    14  4    127.8         344      82.1      4.22
 6    14  1    127.5         343      82.2      4.00
 6    14  2    127.4         289      77.6      1.89
 6    14  3    127.8         311      78.9      8.34
 6    14  4    127.8         329      80.4      5.41
 7    14  1    127.8         321      79.6      6.61
 7    14  2    127.8         306      78.6      9.70
 7    14  3    127.9         290      78.0      2.37
 7    14  4    127.9         357      84.0      3.56
 8    14  1    127.3         372      87.2      2.74
 8    14  2    127.3         340      81.7      4.09
 8    14  3    127.8         370      86.3      3.01
 8    14  4    127.9         357      83.9      3.61
 9    14  1    127.7         282      77.7      5.49
 9    14  2    127.7         344      82.1      4.15
 9    14  3    127.8         345      82.3      4.15
 9    14  4    127.9         333      80.8      5.18
 10   14  1    127.5         374      87.4      2.78
 10   14  2    127.8         317      79.3      7.09
 10   14  3    127.8         288      77.9      2.60
 10   14  4    127.4         339      81.6      4.26
 11   14  1    127.1         339      81.7      3.98
 11   14  2    127.4         330      80.5      4.89
 11   14  3    127.3         287      77.5      1.96
